,Score,Bal_Binary_Dummy,Bal_Binary_GNB,Bal_Binary_DT,Bal_Binary_KNN,Bal_Binary_RF,Bal_Binary_XGB,Bal_Multicalss_Dummy,Bal_Multiclass_GNB,Bal_Multiclass_DT,Bal_Multiclass_KNN,Bal_Multiclass_RF,Bal_Multiclass_XGB
0,Accuracy,0.5039962825278811,0.6943308550185874,0.9979553903345725,0.9960037174721189,0.9988847583643122,0.9994423791821562,0.2776951672862453,0.3140334572490706,0.8467472118959107,0.8433085501858736,0.8523234200743495,0.8650557620817844
1,F1_Score,0.501075067776012,0.749600304529882,0.9979749631811488,0.9960416091319156,0.9988954344624447,0.9994477172312224,0.27377289188976395,0.749600304529882,0.8472017627615264,0.8396681128702419,0.8519008118496785,0.8647730500675536
